label,features
2,0.0022466137013756786
2,0.07434897723993403
3,0.02291692821434709
5,0.00899112927636567
5,0.0016712645005540034
3,0.0096466559525376
5,0.02947935181704251
3,0.06114737771661442
1,0.013032864892508976
1,0.0210474007499396
1,0.028730144715345195
2,0.0020628616425317674
4,0.0037300790501091
5,0.014378050790019544
5,0.0036130959672190095
0,0.028726428129870408
3,0.006905264234456947
5,0.011031152685491888
2,0.008329497709154525
1,0.01930485235065004
1,0.09937395684366318
1,0.004207836018246698
2,0.008210897376127745
0,0.11689961484090047
5,0.008582137039669726
2,0.012851825923505757
5,0.00764731414405998
1,0.02612159152184429
4,0.016041506669000616
0,0.07538232493799839
2,0.02738049751079234
0,0.09801870754924256
2,0.005091005573678688
3,0.016872827311452822
5,0.05566900081306612
1,0.010874407931470816
5,0.023977638197670282
2,0.008788794641265956
1,0.04114278705273499
3,0.007336287378627203
5,0.007381867779516163
2,0.18709333740800035
0,0.14792653413504814
4,0.02810863401311866
5,0.007378038134001424
3,0.054990587905639376
4,0.030405508414807325
1,0.03564747221028222
3,0.017400066305212097
3,0.009291894614259413
3,0.008198536262132475
4,0.012114605994988332
1,0.02766152193369798
4,0.01486613589814211
5,0.003172535049989032
0,0.03911186357235229
3,0.011315188999772376
0,0.17217885721233422
2,0.035353337036159886
5,0.04012099465254265
2,0.04446957521711309
3,0.024161731894461004
4,0.036612285159284316
3,0.006540888930483421
5,0.012261095641596827
2,0.409064278869409
3,0.024161731894461004
5,0.011706436428086192
2,0.00974465653561442
2,0.007385936536481855
5,0.00492666121871134
2,0.015195904647464656
3,0.03129543664324868
1,0.022737755789357474
1,0.027037079395031718
1,0.03732494261856331
2,0.031352296714272504
1,0.03117981519649192
5,0.004978308940998914
3,0.03512874080897019
5,0.011515261380718659
1,0.014773530596350656
1,0.2457735030271515
5,0.012466245541914951
3,0.017318620942270962
2,0.01612794563407896
1,0.013393032396734759
2,0.012582089948688391
1,0.003110375201812966
0,0.006652862610920152
1,0.016605402747327996
3,0.034762324455269215
0,0.06655949862780633
1,0.2766546802052033
1,0.14884924801948465
2,0.0040519097206017955
1,0.01805255616062149
4,0.042013093044118384
5,0.03471870153799122
2,0.0017210372519926992
5,0.12178510770389063
5,0.005194812597378707
2,0.016472516470681688
0,0.0975965511913732
4,0.019243324164001527
4,0.05227074606318604
0,0.003296994491359487
5,0.01749241388629136
4,0.02541668675101908
5,0.018158900363975813
1,0.041319532900283305
4,0.042013093044118384
2,0.0033683852353439785
4,0.06428319623773485
2,0.015904313577292068
1,0.03777305714026369
3,0.04365747056803493
3,0.018671117470501472
2,0.0061990680511257185
1,0.006670991542543607
2,0.002651664285871344
3,0.03512874080897019
4,0.0031216696189095656
5,0.010640564657038408
1,0.0031047678451731576
2,0.007216558903027867
1,0.04083898910749635
3,0.009380231021747376
1,0.028168669947687075
2,0.009128178409638256
0,0.018659385209088664
5,0.019476745394433868
5,0.005559885221971311
4,0.0031216696189095656
5,0.007395021718263636
2,0.069030604871186
3,0.054990587905639376
3,0.012224137648785749
4,0.013139863931187865
2,0.0807917913960784
2,0.00744819645332682
2,0.0010761627978457255
5,0.022977553325148545
1,0.011708792430782064
4,0.6140505932477409
2,0.010850458163380565
2,0.12255907741216418
2,0.04350811544631451
2,0.0097468952648527
0,0.4000170529581837
3,0.011315188999772376
1,0.03202924897025143
3,0.024161731894461004
3,0.02812057027416877
5,0.023192637762020633
2,0.018364298153698302
5,0.016428243282614892
3,0.01338047044316542
1,0.0036222173141688494
1,0.02550114470757133
0,0.06103493213340225
1,0.04286189304964153
2,0.00669924637010541
0,0.03463849562207191
2,0.03440810243444869
5,0.025723335775526053
3,0.013137836223949607
5,0.1624713185336184
1,0.0088099589891794
4,0.0031216696189095656
1,0.02852313072884042
1,0.018397020608428856
2,0.05415324137372866
5,0.03479079662495752
3,0.06114737771661442
5,0.007714043794782514
3,0.024161731894461004
5,0.0071087375456733125
5,0.02272572858871001
1,0.02049038167143359
5,0.05394251782411184
5,0.07587349005441428
2,0.02133974065703003
1,0.3331738506303075
0,0.2426112137097208
2,0.038542859076257055
4,0.0037300790501091
1,0.017387362851033747
1,0.09774540421415842
3,0.03367612294411844
2,0.015864238006547064
5,0.0052065775127782075
0,0.09730999665781777
2,0.006850733481150621
5,0.002864305642749702
5,0.010438489147123422
4,0.0042395486572166935
4,0.02073951157617453
3,0.034762324455269215
5,0.005071063819116516
5,0.01356514137817253
0,0.037180499639572435
2,0.0019955220996061432
5,0.015888737976757203
0,0.01573919781577885
0,0.054738341125200776
2,0.012079696074267423
2,0.01655976686977346
2,0.012735557717141566
1,0.01134908243348813
1,0.02656724470540784
2,0.012404462794617478
4,0.038815832360292894
3,0.017474284252431638
2,0.012323156123340263
1,0.037240481150829695
1,0.05549282728808029
0,0.015107457988881837
4,0.008886697964618965
2,0.0075600286331545434
5,0.0034330970101360807
2,0.0049754926224260965
3,0.011315188999772376
3,0.04365747056803493
2,0.010528113807054179
3,0.016872827311452822
1,0.004680068844742839
4,0.0039654682976964905
1,0.06235947614678645
5,0.02296094438393797
2,0.025098571261528632
2,0.010966988654992715
5,0.005855343409231946
1,0.036582784213456114
1,0.0026797291585213025
2,0.026313874346932456
2,0.02554218690654611
2,0.055905440254999765
2,0.010892872532032756
2,0.006027105485950863
2,0.002382130555100601
2,0.07885399849021932
4,0.0037300790501091
1,0.0351430102500373
5,0.023166460149354327
0,0.031730159519223165
1,0.06495290843773928
4,0.046713388646014785
3,0.012224137648785749
5,0.028622727143847605
0,0.13679882792965534
5,0.03678849730726516
5,0.029913161785862126
2,0.03707188124404805
3,0.023475941994986524
1,0.028770184472040283
5,0.029760699268633724
1,0.0011967343080907836
5,0.004079457747354834
2,0.006550505354005715
5,0.011382607895396843
4,0.01653242354489401
5,0.02572752637048511
0,0.06707594425004977
2,0.0013505493323809506
3,0.03367612294411844
5,0.02213308085065769
4,0.007880507498821738
5,0.007392923787398084
2,0.002977343913376284
2,0.010167343081869902
1,0.03557593540115295
5,0.01614804328509374
2,0.0030003604094597327
2,0.008795236605716211
2,0.005866959099423438
0,0.002016562151699268
1,0.031513442383016385
2,0.002806526695562671
5,0.030934599556736612
0,0.019111254588140697
2,0.016960564711399922
1,0.03324269569406761
0,0.39458866123254666
4,0.002396291851781674
1,0.03647117780259015
4,0.019944619440383574
2,0.3276510081259537
2,0.034709407440918216
2,0.00700206083344373
5,0.01770952427481102
5,0.03545363042066802
5,0.010869827244262116
0,0.07887227770040521
2,0.021667938854928043
0,0.004907405900106014
3,0.023475941994986524
2,0.013492780143658772
4,0.0058704428935737315
2,0.004875489963734989
2,0.02245639815534029
5,0.010150984839008786
2,0.0169211499449878
1,0.1265538537864965
3,0.0441276985099717
3,0.0096466559525376
2,0.01789432126122914
2,0.023556250788519827
4,0.0009045727690136896
2,0.01633924010178573
2,0.006919611272632222
4,0.035450698584228287
0,0.036301071599002935
2,0.002832727833144121
5,0.021762886114689902
2,0.0846123569958079
2,0.0070567611768099815
2,0.10287739605369274
1,0.11875019702401715
1,0.05239103211438613
3,0.02974725846636875
5,0.06867463428204572
3,0.0070011703978495815
2,0.012097782169478223
0,0.013130722570504244
0,0.030424684731831932
2,0.0020793624393562987
4,0.03540140159786455
1,0.07664182080541575
2,0.01747237206306029
4,0.012335028129771395
1,0.1879470530674344
2,0.012157883060901887
2,0.001909476386840669
5,0.021622185703915928
1,0.009581782312284572
3,0.032018427509284686
2,0.0012888838585410687
2,0.01243569124167725
4,0.011615029492494593
2,0.04394964650295562
2,0.01833078357645182
2,0.00920528781471182
0,0.07149355464025492
1,0.026687418398804244
4,0.0037725102724318455
1,0.011220551075088757
1,0.0118290837487542
1,0.08411548269849263
2,0.027958725880333258
2,0.07092512948908491
2,0.03333847721052178
5,0.00658051050547794
4,0.030622374776222105
2,0.010683262729144887
2,0.02616028825166728
2,0.009759059401573398
4,0.00188836259993888
5,0.008510072499981305
4,0.013139863931187865
1,0.011464668768431252
2,0.005741654516698441
1,0.02797207363629208
0,0.05342647247654399
2,0.014466674412143153
1,0.2285866424309985
2,0.015555099554452353
1,0.4846780611287668
2,0.016809600415259945
0,0.1237975974821074
1,0.01799986983088616
4,0.016041506669000616
3,0.01096517232087263
5,0.02601661071021397
2,0.07575952412967107
5,0.021428050028421484
2,0.01497542879160671
2,0.04531299609278515
2,0.05572677028006346
2,0.01995781937560692
5,0.05394659079449517
2,0.012576280348001964
0,0.06831910259057608
0,0.039317615289156366
4,0.06001604699138007
2,0.007832242448661146
5,0.011920005790199304
1,0.005423263750588978
5,0.006733155253019174
3,0.032018427509284686
2,0.04214188317658436
1,0.060203628344620584
4,0.02207447747808617
2,0.051436858044919785
2,0.012077250536446744
2,0.025924845985241283
3,0.02511845753942524
3,0.02511845753942524
4,0.006733821324124103
4,0.02485327907801957
2,0.03065892968541249
3,0.012224137648785749
0,0.26821734649706785
4,0.038986447685178026
1,0.027117717186258918
2,0.005259737851997797
5,0.01067039495167866
3,0.006905264234456947
2,0.022470844208830068
3,0.018871980218373004
5,0.00929597987377752
2,0.04919101515318916
0,0.15203340848563754
5,0.039061004110281135
2,0.09581704936380832
4,0.00302503664097439
2,0.03699024627731321
5,0.014580693004606826
0,0.012660307482600736
2,0.02327975017168477
3,0.045982971631391936
3,0.006905264234456947
1,0.010545827014804028
5,0.003834009667393165
5,0.009596018397128718
1,0.02695185248976055
0,0.018155802448657526
5,0.0043965556964857275
5,0.004121746766832299
2,0.034335578983355874
5,0.006909295421782034
2,0.012015357186936278
0,0.03606117715460619
2,0.03071884448422382
2,0.007257455739094134
0,0.003121281984486877
2,0.02775467708649118
4,0.017637483611155882
0,0.21476918520744995
5,0.004850699618825972
2,0.0008079224458425716
5,0.02170241514475038
2,0.07614382995242641
5,0.008010061313234583
5,0.028803200110414807
1,0.10492540494259724
4,0.0031216696189095656
5,0.023237701317012662
2,0.0025142626299897216
1,0.021549947360749937
3,0.009380231021747376
2,0.01158743546926567
1,0.048669351915437406
2,0.015694186928507284
5,0.03550499549285571
1,0.05047641651671704
5,0.01128577372676946
2,0.0056020474878015
2,0.0135177158514763
3,0.034762324455269215
5,0.032054382006461664
2,0.000735704783534824
2,0.006510962429473771
2,0.0
0,0.03523878474412875
1,0.08275004044456959
4,0.02073951157617453
0,0.08653603144139853
1,0.015435989749009518
2,0.018291530675500618
4,0.016041506669000616
2,0.00878804430180827
1,0.004025274601003638
0,0.053073479369201176
1,0.00876833463633432
2,0.031570751885254926
2,0.032850131572741935
3,0.054990587905639376
3,0.06114737771661442
2,0.00422523216631929
5,0.011779993922090986
2,0.05765512864159492
3,0.006540888930483421
0,0.06981329635397007
1,0.07372466812615963
5,0.021279428041370056
3,0.011315188999772376
1,0.04525109572091195
0,0.03748802294823928
5,0.03624186605882733
5,0.02541376895930481
5,0.07383066718038578
0,0.022848476329165056
2,0.04044924446480674
4,0.012114605994988332
2,0.03643315521958922
2,0.013400160094905588
4,0.01387775238863717
3,0.06114737771661442
4,0.016810929748524717
3,0.009210056350123546
0,0.03495096618528195
2,0.0049306130533375795
2,0.021313964723511877
2,0.00485834486512999
0,0.05194250327328469
0,0.020695991185392382
2,0.010656571079526757
2,0.011958113343789264
0,0.07104114594374522
4,0.004840602514574815
2,0.01915220900758136
1,0.10446310524818253
2,0.035614916536666506
4,0.0022105686157194845
2,0.05115221008284553
2,0.02562993835121867
4,0.0042395486572166935
4,0.05227074606318604
4,0.0029517059692857704
5,0.022209092660436573
4,0.002931770183731919
0,0.17113430533453433
5,0.030458746702253212
2,0.0021182470173823193
1,0.0024631851235558137
2,0.032810658871837296
0,0.032951875075153785
5,0.027660802141518163
4,0.011615029492494593
2,0.04552052095617852
1,0.021482692437295208
0,0.24261168771920505
2,0.0029809432253934827
1,0.049542080621962616
1,0.021356221791238927
2,0.013654239712016686
0,0.044855748988354566
2,0.018397178611590282
2,0.0018508821433406983
3,0.06791801332089634
5,0.02722573516976991
2,0.0041101384501216745
1,0.022286277555909485
2,0.013320710487452288
2,0.03839620054182491
2,0.06797835297265283
5,0.01754375297573696
2,0.011570490507998474
4,0.016810929748524717
5,0.025111599148865103
0,0.2577210911483458
1,0.02623250271879999
3,0.014557857334363673
2,0.01958571139691339
1,0.012713569646079904
0,0.0567569649372621
5,0.010746067230219557
5,0.008027885825433697
5,0.046124356371413947
5,0.026861822288382145
5,0.0640445939080804
1,0.030088141509183874
1,0.021111033889816395
4,0.003358486161721805
1,0.0034327515098897714
4,0.038815832360292894
2,0.051145422969267114
5,0.024751044010216636
4,0.006822661937256069
2,0.013263352179792774
2,0.002434186627780917
3,0.014557857334363673
1,0.03283926797759882
4,0.03793590573196957
3,0.0441276985099717
0,0.05217439573535075
5,0.187141219388274
4,0.01653242354489401
5,0.006310924809222997
0,0.09556927582842864
3,0.01096517232087263
4,0.00195505257431199
2,0.054879209721562135
5,0.013735330445639958
4,0.10091677695778024
3,0.03367612294411844
5,0.0203761646972228
1,0.02423366090254873
2,0.016887497729431808
2,0.0311533777564046
2,0.016531507828794034
0,0.06540147941301708
2,0.1111570917632678
2,0.016173484251909682
3,0.02974725846636875
1,0.03149204524377845
2,0.0057565791442082525
2,0.008169453498004818
2,0.015293617313669553
4,0.06428319623773485
2,0.014399559584824887
2,0.030472433287213743
2,0.008130603680674314
2,0.0014948279880839426
5,0.008954278374586226
4,0.02810863401311866
2,0.02384023759514307
4,0.006733821324124103
1,0.0357025240229031
2,0.007305759412249741
3,0.06114737771661442
2,0.031848345883967025
4,0.00188836259993888
2,0.010804878815846014
2,0.010101339894571772
2,0.0016970773014764909
0,0.010390514471661713
4,0.002396291851781674
2,0.01435316283426858
2,0.034655484473106166
2,0.0015718485602689767
0,0.01652785374234754
0,0.045776826662274984
1,0.18180365139100385
5,0.013805481391484487
4,0.003358486161721805
5,0.027642147234926244
1,0.01605295698254982
2,0.04079503965035141
4,0.006223879463122924
4,0.030622374776222105
2,0.012806415814912995
0,0.013494781517036791
3,0.054990587905639376
1,0.020389278959620845
3,0.018671117470501472
1,0.016606678008399746
3,0.04470992962626865
4,0.01387775238863717
2,0.0020744120247498717
1,0.09325734196986578
5,0.022849830591817517
2,0.06509615761506607
4,0.007273524309492644
1,0.012941722699992294
5,0.022494862093838795
1,0.009087472230720105
0,0.09823742957000874
3,0.016872827311452822
4,0.007880507498821738
3,0.0096466559525376
1,0.006144607170328555
1,0.19685133878529298
5,0.003961845811882283
3,0.006540888930483421
5,0.0083345938377876
2,0.043059021305013316
1,0.013185502266569343
2,0.07602513446638462
2,0.044473416449526335
2,0.037032204894624235
5,0.002490984199776448
0,0.027498711964987103
0,0.2097885568853768
2,0.01856559031905076
1,0.005146230487540862
2,0.014234680125817524
4,0.006365860752858835
2,0.03610250727045289
5,0.020333479967605504
0,0.06489196135160663
2,0.004739698535627329
1,0.038794508955863616
2,0.03962963290997032
4,0.0045070209734080794
2,0.0014616132657260265
4,0.017637483611155882
4,0.000779951111064174
4,0.03188404406490437
3,0.017474284252431638
4,0.0039942048593415635
4,0.01486613589814211
3,0.006540888930483421
1,0.002305970573468113
2,0.0010679004263050046
1,0.027539353889286286
1,0.008533818619552389
2,0.0046549807516540745
4,0.016041506669000616
5,0.02102907940557734
5,0.018613246179244543
3,0.009291894614259413
0,0.03760639716118616
4,0.02541668675101908
5,0.03059600580417142
5,0.08206441908180062
5,0.031660202741708124
5,0.010569193926787694
2,0.031645139773652534
2,0.004687227441309676
3,0.06791801332089634
2,0.0031795956845957875
5,0.039955474051818055
0,0.07419736442859595
0,0.041202364778135284
0,0.01970573270503857
2,0.5119410501786015
0,0.01915328097125207
0,0.15224187785681806
2,0.0038922956291692944
0,0.04304190078467788
5,0.027277314424020864
2,0.136441702161846
1,0.0016404731955741686
4,0.006365860752858835
3,0.023475941994986524
3,0.03129543664324868
2,0.04410584842833768
3,0.02812057027416877
5,0.05586432783239769
3,0.02511845753942524
2,0.030522281529051787
5,0.022580180640943588
5,0.021001987832401744
3,0.01096517232087263
2,0.0024657570639056324
2,0.012683847495825695
4,0.009258240643112745
5,0.010521586872014894
2,0.02536835533953069
1,0.03480154083993423
4,0.01983674190412718
5,0.12412287683493672
2,0.03649287690342547
2,0.0142278382378098
1,0.07121795850373948
0,0.0023158029346443533
4,0.002396291851781674
2,0.013622205097715528
2,0.025734571555893856
2,0.001350154535148276
4,0.03793590573196957
0,0.021955704746054367
2,0.04471003847289096
4,0.009258240643112745
4,0.02882205866552589
2,0.026158939958023143
3,0.008862109161520297
5,0.005493362028713035
1,0.19427060292615586
2,0.035228296845391666
1,0.01694134906914402
5,0.0345924499896521
2,0.006242706066483592
2,0.002944791048705659
2,0.01996954391242074
3,0.008862109161520297
2,0.016109365164531982
5,0.05543700652674048
0,0.04044810684204449
4,0.07145222452440822
0,0.0866925107501084
2,0.011964824264732072
5,0.01385286899742198
5,0.0029331869454126717
2,0.04263724766591272
2,0.014297817135767454
3,0.04470992962626865
4,0.0029517059692857704
2,0.0163530896055616
4,0.026240420432777925
5,0.03795307892002548
2,0.06759941925738584
2,0.014742130803640275
5,0.010619300942692334
5,0.0026976888512029672
3,0.017474284252431638
2,0.036960460925794435
5,0.019926724353439017
4,0.02485327907801957
2,0.005675457512188968
5,0.017275210451465538
5,0.0016688010557083615
1,0.07471570608877648
2,0.008209763264546869
3,0.017318620942270962
4,0.038815832360292894
2,0.03373215086515878
4,0.000779951111064174
2,0.010968339406463806
3,0.032018427509284686
2,0.004665326798664005
1,0.030062857492174945
2,0.03203887662955409
2,0.02803585951255825
2,0.009488845203854129
2,0.012931582408210348
0,0.01655130492268397
5,0.014850105950738615
4,0.011435057220390036
2,0.0046779070103764465
3,0.032018427509284686
3,0.01338047044316542
5,0.01814468359062917
1,0.13430043278470738
2,0.045448745386716435
4,0.011615029492494593
2,0.05704936558779014
2,0.030774379084282374
2,0.01371436974624568
5,0.020134341209784155
2,0.03986993816258677
4,0.0022600594192945765
0,0.014861551348633909
2,0.013968725693330198
0,0.046842638743239566
2,0.018350083135942344
2,0.018723233935501262
4,0.026463966816739515
5,0.010256117333674068
2,0.03498232805723358
3,0.02812057027416877
1,0.029208822315236676
2,0.048622944631337005
2,0.032571192791567075
2,0.018661991910133992
1,0.003197690557760003
0,0.11199054790622616
1,0.010843603635119931
5,0.04402237009138624
5,0.014068734672147766
1,0.03048331794944505
5,0.005073181763715847
4,0.0029517059692857704
4,0.02541668675101908
0,0.04696486296655311
4,0.007273524309492644
2,0.0240940212196651
4,0.01640615760071129
4,0.012335028129771395
2,0.000486728492978596
5,0.016536979302715013
5,0.00915415553384862
2,0.008517256728172107
3,0.02511845753942524
4,0.030622374776222105
3,0.006540888930483421
2,0.02156153250366356
2,0.004107321429312583
5,0.062339739796334136
2,0.035453665532481665
4,0.009883360839782434
0,0.04339848934173837
3,0.009210056350123546
1,0.0772809541269129
1,0.047995889773735236
0,0.012271620758856369
2,0.0359805885199181
1,0.02171398448734785
4,0.016041506669000616
1,0.048715046429720715
0,0.06869713393223226
5,0.03164685674133999
2,0.1464972586039105
0,0.05872530160981476
4,0.02541668675101908
2,0.021277796395389768
4,0.03188404406490437
2,0.042031488123289315
1,0.041134135501851785
3,0.032018427509284686
4,0.0019481720633092547
5,0.009005953132970309
1,0.037752095387515
2,0.0069659184880637255
4,0.0022105686157194845
4,0.05974695707393386
3,0.03367612294411844
1,0.026793389363579487
2,0.017203058483361136
2,0.009970878088657951
3,0.02812057027416877
4,0.04577212519042734
3,0.024161731894461004
4,0.014651284252594526
3,0.024161731894461004
5,0.05357502002655047
2,0.010276484994535809
5,0.02001619592586227
2,0.006197094416080486
0,0.07993668179764242
5,0.02432055210778689
5,0.011376515293492406
2,0.04028159959935634
0,0.04764323725098483
2,0.01651036700579573
2,0.017330817381860222
4,0.008886697964618965
0,0.014328177969911943
0,0.03565466310971762
0,0.05987055768034245
4,0.03188404406490437
1,0.042611271946174915
5,0.012006782882043095
2,0.023221993696058468
2,4.009709428677436e-05
2,0.003232613469851961
3,0.009210056350123546
5,0.015533526856146163
4,0.002396291851781674
0,0.0741967885948521
0,0.12716939899158405
2,0.046441236978418336
5,0.01265822289422437
0,0.019797925794137774
5,0.011568911880856795
5,0.004814546739901875
3,0.009291894614259413
1,0.03755880836455645
1,0.00963396654308471
2,0.05373351124218246
5,0.038010644738503664
2,0.014346944532071271
1,0.028130689498862528
3,0.018671117470501472
0,0.05109209163551505
5,0.014592560797620318
0,0.1602944633333461
0,0.04716914700954663
5,0.012539806547101113
2,0.016503036712460145
5,0.1883492062250677
0,0.026994278094193108
1,0.03609590273830544
4,0.003944258655543439
2,0.02002549599194358
3,0.009210056350123546
2,0.0018490633513936604
5,0.02070134679032833
2,0.016371063342968718
0,0.03964956939776045
3,0.009210056350123546
2,0.0023514526612788533
2,0.023411741097083025
0,0.020385849939899843
2,0.00798618984448877
5,0.011090920014685885
5,0.01903888001113775
5,0.005224828633513163
0,0.07688463304152675
2,0.011578468614295888
5,0.017054417184812203
1,0.03390114753543467
2,0.040067189309306334
5,0.01759605553334909
5,0.03356787673381873
0,0.05605649127731945
2,0.052023256933496936
3,0.0096466559525376
2,0.002014270052504236
0,0.02131128358542161
4,0.013920001029528938
2,0.001203934793051306
1,0.009929438072834529
4,0.006365860752858835
2,0.01746830155050392
