wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
Ses01M_impro07_F019,8,0.02353506,0.03446765,0.029228903,0.01825956,0.1559633027522936,-0.009890110050037038,0.784544482164322,1.632697822308761
Ses01M_impro07_F020,7,0.010948476,0.0180736,0.01367173,0.011790022,0.2937853107344633,-0.002810654450513539,0.2387655510241271,0.6383609486936722
Ses01M_impro07_F021,2,0.016552817,0.025723444,0.020689208,0.015269902,0.25559105431309903,-0.005628649887512438,0.45995376588195075,1.83798570415321
Ses01M_impro07_F022,2,0.047669113,0.07198942,0.05942914,0.040518302,0.21365638766519823,-0.0031836011658015195,3.523992544869776,8.649887268940386
Ses01M_impro07_F023,2,0.016028566,0.022972854,0.019678269,0.011843304,0.18220338983050846,-0.002505806605768157,0.3407843101325358,0.7756512362564897
Ses01M_impro07_F024,2,0.014847491,0.023235708,0.018847996,0.013630496,0.2930232558139535,-0.008319252629007678,0.3769915632414278,0.9220438404703246
Ses01M_impro07_F025,2,0.033447042,0.0582538,0.042157397,0.040173996,0.2958199356913183,-0.0040540371628594585,2.5584188140079758,5.05164856719117
Ses01M_impro07_F026,2,0.13862053,0.21021488,0.16900642,0.124850824,0.28507795100222716,0.026561354388832115,29.82717487543682,60.26961244359481
Ses01M_impro07_F027,2,0.042449124,0.08390008,0.052721377,0.06526329,0.28771228771228774,-0.00879193794389721,5.698883805508169,21.21903677600958
Ses01M_impro07_F028,8,0.014611997,0.022459058,0.017923167,0.013510528,0.3004694835680751,-0.012010385034955107,0.347140339542036,1.092207600828503
Ses01M_impro07_F029,8,0.008088062,0.012924476,0.010148294,0.007986107,0.32170542635658916,-0.00696246615916607,0.11911832608925153,0.38527734399263897
Ses01M_impro07_F030,8,0.012659856,0.020645337,0.016074987,0.012937559,0.3333333333333333,-0.009089905688597355,0.30835571841530923,0.546207901056606
Ses01M_impro07_F031,8,0.010859206,0.01758834,0.013507694,0.0112453345,0.3423728813559322,-0.006275632131291786,0.2225475064676708,0.6012985791944979
Ses01M_impro07_F032,8,0.0061507165,0.009645535,0.0075405533,0.006010415,0.25961538461538464,-0.012202611287648324,0.06544704181928576,0.211007341462804
Ses01M_impro07_F033,1,0.009466344,0.016108578,0.011844072,0.010885497,0.27586206896551724,-0.00512457154400181,0.1938708723518495,0.5043688858600435
Ses01M_impro07_F034,1,0.02591478,0.044586685,0.032498978,0.030517759,0.32094594594594594,-0.002924842419815832,1.4904667254237673,7.629032217638645
Ses01M_impro07_M000,2,0.012269307,0.019516567,0.015353092,0.012032278,0.3063457330415755,-0.004801348040928133,0.2702768948627861,0.8545222454441378
Ses01M_impro07_M001,2,0.014505075,0.0280698,0.018536983,0.021066409,0.3463587921847247,-0.005203870841796743,0.6321723719160584,1.8208987661577785
Ses01M_impro07_M002,2,0.18857205,0.27004212,0.22430246,0.15031433,0.23076923076923078,1.974842743948102,46.770910576657656,139.26082541344437
Ses01M_impro07_M003,2,0.06454842,0.1271087,0.079517946,0.0992174,0.44051724137931036,0.3539012395776808,13.005977263880101,52.341103705452845
Ses01M_impro07_M004,2,0.069976084,0.11663599,0.08711338,0.0774157,0.3125,-0.05634473927784711,9.958004883720301,20.756379546221613
Ses01M_impro07_M005,2,0.048842847,0.08894369,0.060944628,0.06480851,0.32112332112332115,-0.07812417607055977,6.130571382516635,17.26647699273206
Ses01M_impro07_M006,1,0.019440806,0.031798355,0.024580007,0.020127876,0.3202247191011236,-0.006317795850918628,0.7295226356662827,1.776121389213568
Ses01M_impro07_M007,2,0.06799175,0.10841514,0.08428412,0.06819406,0.25517241379310346,0.0576379825361073,8.370351611337428,12.724588546178603
Ses01M_impro07_M008,2,0.04182539,0.07598248,0.051978566,0.05538148,0.3269230769230769,-0.005450126081996132,4.463763900856398,8.603335196576426
Ses01M_impro07_M009,2,0.020674163,0.03372459,0.025989683,0.021763828,0.4176470588235294,-0.005673191935784416,0.817694163109095,2.117990756946369
Ses01M_impro07_M010,2,0.021730432,0.041116323,0.026963947,0.031024253,0.28597957288765086,-0.006021457011229359,1.342254417562972,4.305332910600152
Ses01M_impro07_M011,1,0.052702386,0.09932355,0.06561382,0.074382275,0.3874538745387454,-0.007246284894790733,7.7884144525298895,12.186964888443596
Ses01M_impro07_M012,8,0.021423215,0.038392425,0.026892133,0.027417766,0.35,0.001315857957706612,1.1310552574384614,2.8436485023099562
Ses01M_impro07_M013,1,0.015583357,0.028327266,0.019655295,0.020408256,0.3555114200595829,-0.005812630661239382,0.6225544264297267,2.136701180905322
Ses01M_impro07_M014,8,0.012986799,0.022657806,0.016447168,0.015341941,0.234,-0.002232835640825215,0.38961915736680985,0.9627092890335385
Ses01M_impro07_M015,8,0.013563319,0.022411212,0.01686799,0.014745103,0.31391200951248516,-0.004498312137002358,0.36682847170338967,1.420803453598523
Ses01M_impro07_M016,8,0.018229393,0.027169568,0.0224105,0.015314764,0.23652694610778444,-0.005882179266336607,0.4937887658747862,1.5110377740228031
Ses01M_impro07_M017,1,0.030262183,0.05684823,0.037503462,0.04260335,0.36086956521739133,0.008704605534148868,2.551096898478305,4.213198667920872
Ses01M_impro07_M018,2,0.037357915,0.057524636,0.046104137,0.03441737,0.18292682926829268,-0.0046848304009472486,2.2925599750457764,7.0057567732606625
Ses01M_impro07_M019,1,0.013910088,0.021396624,0.017360581,0.012523613,0.25862068965517243,-0.016639602108625695,0.31593563601171887,0.43792269324089284
Ses01M_impro07_M020,7,0.03230219,0.056698315,0.04062093,0.039491866,0.3063063063063063,-0.007149238626880106,2.4342121528934197,4.989922987023476
Ses01M_impro07_M021,6,0.012467423,0.020032963,0.015568505,0.012465324,0.3089005235602094,-0.004458634975890163,0.28658879414969035,0.5559689316370567
Ses01M_impro07_M022,6,0.1754664,0.2492772,0.2131886,0.12834063,0.19615384615384615,0.01639938091102522,39.268776106322136,60.61537435394171
Ses01M_impro07_M023,8,0.08337289,0.1347155,0.10239631,0.087680764,0.2813186813186813,0.005958876499789767,13.00103373171538,29.833466319993388
Ses01M_impro07_M024,2,0.020840904,0.031457372,0.0261124,0.017486453,0.24415584415584415,-0.004332542175689014,0.6704891281829158,2.016518864049598
Ses01M_impro07_M025,8,0.011602254,0.021987405,0.014640355,0.016342066,0.4646017699115044,-0.008471742148685735,0.38281665447479735,0.9373238757990938
Ses01M_impro07_M026,7,0.012723577,0.020518957,0.015626872,0.013313525,0.32669322709163345,-0.004478508344618604,0.3016375575232695,1.0386364129996846
Ses01M_impro07_M027,8,0.0076674046,0.011817439,0.009760047,0.006697022,0.2248062015503876,-0.01768467336660251,0.09679923967996948,0.14787058614282575
Ses01M_impro07_M028,8,0.012659205,0.021860683,0.01590615,0.014988568,0.34120171673819744,-0.0073306759986735415,0.35970366381031016,1.3439166824201387
Ses01M_impro07_M029,8,0.013665239,0.022126643,0.016935201,0.014220297,0.26464646464646463,-0.004152364908804884,0.35284498564724937,1.4671241701224373
Ses01M_impro07_M030,7,0.010764513,0.017506184,0.013470476,0.011171834,0.22857142857142856,-0.0016648400560370646,0.22185425950808085,0.5323568110354963
Ses01M_impro07_M031,8,0.011359495,0.01922505,0.014198555,0.0126802055,0.37037037037037035,-0.007803249900462106,0.2741490954819975,0.47844140729020096
Ses01M_impro07_M032,1,0.03620265,0.057662364,0.04558972,0.03529604,0.24666666666666667,-0.0032898412882786943,2.3627070462735476,7.294652803040319
Ses01M_impro07_M033,1,0.008041477,0.012582123,0.009817814,0.007821442,0.33548387096774196,-0.007587612344650552,0.11099364499172387,0.27541549757380684
Ses01F_script03_2_F000,1,0.008801075,0.013565836,0.010919794,0.008134277,0.24503311258278146,-0.009654629138822202,0.12753001227589383,0.47087555769291306
Ses01F_script03_2_F001,1,0.012072922,0.022863476,0.014753306,0.017448565,0.4586894586894587,-0.009294490155298263,0.41419969631378417,1.5237094006026852
Ses01F_script03_2_F002,1,0.01794196,0.031341907,0.022258382,0.022002416,0.403030303030303,-0.00593789673075662,0.7425874899078536,2.3975907131503984
Ses01F_script03_2_F003,8,0.014908384,0.026576199,0.018694472,0.018879069,0.3874458874458874,-0.00544358454135363,0.540260340058808,1.7943564864400237
Ses01F_script03_2_F004,7,0.019325055,0.034796532,0.023930322,0.025244573,0.33675564681724846,-0.006913809556863271,0.9338333320398867,3.2968413911974204
Ses01F_script03_2_F005,7,0.0071061095,0.012646567,0.00877456,0.009062955,0.5113636363636364,-0.008203616744140163,0.12245773062110886,0.34745383927551815
Ses01F_script03_2_F006,8,0.0069250534,0.0123424595,0.008614738,0.008831742,0.38285714285714284,-0.0037512340895773377,0.11708858297851979,0.48916098883777615
Ses01F_script03_2_F007,8,0.016281355,0.028541546,0.020433633,0.019910092,0.4369602763385147,-0.005597101335297339,0.6147458395603111,2.0844588192696594
Ses01F_script03_2_F008,4,0.0076257857,0.012462226,0.00963537,0.007933739,0.2939068100358423,-0.021454927264130674,0.1127440129903469,0.5176217966311908
Ses01F_script03_2_F009,8,0.004525336,0.0075330297,0.005555406,0.005088024,0.41784037558685444,-0.006203332304721698,0.0417474005514049,0.15798215745549055
Ses01F_script03_2_F010,8,0.010350359,0.016940802,0.0129037015,0.010940612,0.3504823151125402,-0.009168613360088784,0.20776560652481293,0.5648796804662923
Ses01F_script03_2_F011,8,0.011932057,0.019853165,0.01519252,0.012759878,0.31362467866323906,-0.010013665814767592,0.2891805673819419,1.0036228690117424
Ses01F_script03_2_F012,8,0.0083753755,0.01565896,0.010730195,0.0113777,0.424812030075188,-0.002966349484267994,0.19318115613090583,0.630644634414071
Ses01F_script03_2_F013,0,0.0026583734,0.0041142176,0.0033739521,0.002340444,0.0,-0.009395707820658572,0.011821653809291505,0.026249491970092517
Ses01F_script03_2_F014,0,0.014928026,0.03460228,0.018558972,0.029611591,0.6436170212765957,-0.0030645505830761977,1.0259386779390827,3.3557994652220455
Ses01F_script03_2_F015,0,0.008155467,0.014189641,0.009949828,0.010093794,0.4195121951219512,-0.004615775651473086,0.1520885220429265,0.9093941231163838
Ses01F_script03_2_F016,0,0.01723025,0.029213816,0.021151047,0.020118095,0.44191919191919193,-0.007713842023804318,0.6297221349194044,2.3929133165223355
Ses01F_script03_2_F017,0,0.0041723796,0.0068745473,0.0052172253,0.004462977,0.43790849673202614,-0.003358723006385844,0.03449521419252339,0.08472011708978909
Ses01F_script03_2_F018,0,0.0034318308,0.005195518,0.0044276696,0.0027089564,0.0,-0.007786078640492633,0.018479760973780297,0.029865065920658636
Ses01F_script03_2_F019,8,0.018261101,0.032197006,0.022931661,0.022557631,0.3903133903133903,-0.004551976417133119,0.7866463806284792,2.173859247691767
Ses01F_script03_2_F020,8,0.012430172,0.022313995,0.015975125,0.015613715,0.3459915611814346,-0.006925778961885953,0.38333287449691233,0.7866931109843018
Ses01F_script03_2_F021,0,0.07839888,0.13814437,0.09712217,0.09818572,0.4223433242506812,-0.07183002162491903,14.418048977013084,38.84103693326413
Ses01F_script03_2_F022,0,0.05235756,0.08914391,0.066456825,0.05930334,0.3700440528634361,-0.0108128060674062,5.89901951425105,10.245788259912034
Ses01F_script03_2_F023,0,0.060830597,0.0964765,0.07522277,0.06114673,0.35233160621761656,0.0019146377780998591,6.550412155397498,11.10297155837904
Ses01F_script03_2_F024,0,0.012146368,0.0254208,0.01549955,0.020136205,0.4106666666666667,-0.005974764462735038,0.5369208684460409,1.3375987083408063
Ses01F_script03_2_F025,0,0.02829639,0.052845072,0.035234958,0.039270356,0.3815261044176707,-0.0010758842563518556,2.1940518738959045,8.015982435725691
Ses01F_script03_2_F026,0,0.012869313,0.02161999,0.016227007,0.01428436,0.3353174603174603,-0.0020608565591828665,0.3448991551652307,1.1296536858934145
Ses01F_script03_2_F027,0,0.016072985,0.028408574,0.020271435,0.019821728,0.2573099415204678,-0.001335007823399792,0.6162974957562771,1.6118520003303245
Ses01F_script03_2_F028,0,0.062474135,0.1127763,0.07634008,0.08292187,0.30985915492957744,-0.027587095246417448,9.797495649555186,26.8332746345737
Ses01F_script03_2_F029,0,0.03134836,0.05309756,0.039475784,0.03545956,0.2509505703422053,-0.010338041647628415,2.087546095004762,3.7805738511752387
Ses01F_script03_2_F030,7,0.019068813,0.03495064,0.023780704,0.025515966,0.425,-0.015991214240784757,0.9466167861450416,2.6632876048988683
Ses01F_script03_2_F031,7,0.007024387,0.013731349,0.00891412,0.010433931,0.38095238095238093,-0.0064076261878653895,0.15218463199219828,0.4050639557231738
Ses01F_script03_2_F032,7,0.01092721,0.02602448,0.013709643,0.022059396,0.6126126126126126,-0.010591510545054916,0.5864036393316879,1.0986630856510287
Ses01F_script03_2_F033,8,0.005001457,0.0096852835,0.006323838,0.007327554,0.5362903225806451,-0.0054664083108946215,0.07537945260976994,0.16065269154119655
Ses01F_script03_2_F034,0,0.005263413,0.008633057,0.006548362,0.0056188894,0.33715596330275227,-0.008255229658971075,0.05427545229909442,0.2607184321969796
Ses01F_script03_2_F035,0,0.007834757,0.013946561,0.009945647,0.009752858,0.4,-0.008699118552613072,0.14909025861294367,0.41713252550773244
Ses01F_script03_2_F036,0,0.10178741,0.17195456,0.12421917,0.11883147,0.3455978975032852,0.2820680965669453,21.835375407348995,57.47095067492457
Ses01F_script03_2_F037,0,0.13311416,0.20097332,0.16356894,0.11668548,0.27914798206278024,0.009488594514550641,27.310801085860508,78.9660668654791
Ses01F_script03_2_F038,0,0.0062906337,0.011732387,0.007759299,0.008789066,0.47649572649572647,-0.007742984962533228,0.1084748904883016,0.6712267530784342
Ses01F_script03_2_F039,0,0.0046628006,0.007179187,0.0059315083,0.0040326384,0.1744186046511628,-0.005688025794370333,0.0357735341752491,0.056198368660712844
Ses01F_script03_2_F040,0,0.19594815,0.28826743,0.23699127,0.16405581,0.27204030226700254,2.0956452935934067,54.394517017071884,209.8022634672346
Ses01F_script03_2_M000,8,0.017098766,0.027026862,0.020973865,0.017018488,0.2537878787878788,-0.012032804988848511,0.516792892550331,1.54795044061839
Ses01F_script03_2_M001,7,0.010720104,0.018187433,0.013364637,0.012327747,0.420863309352518,-0.005958035217190627,0.2450087024499101,1.020681909739218
Ses01F_script03_2_M002,7,0.01027508,0.018662248,0.013048179,0.013414155,0.31746031746031744,-0.006973395556997275,0.27066822670381563,0.7434665542917905
Ses01F_script03_2_M003,8,0.0122825485,0.023024226,0.01553774,0.016991239,0.38440111420612816,-0.01409998003509827,0.41815409975200307,1.058680086056926
Ses01F_script03_2_M004,7,0.021513982,0.036883377,0.026557911,0.025565518,0.3178082191780822,-0.00592559536016779,1.0171159599221389,2.757690107591543
Ses01F_script03_2_M005,4,0.01770304,0.034968905,0.02161486,0.027461138,0.5238095238095238,-0.0044696289478451945,0.9831204346191856,6.944170112252902
Ses01F_script03_2_M006,8,0.0034638008,0.0061989105,0.004408736,0.004336817,0.11612903225806452,-0.009899923497869167,0.029699651862975896,0.0628148977483573
Ses01F_script03_2_M007,0,0.0051417206,0.009154899,0.0063761375,0.0065667555,0.5,-0.008303302820422687,0.06438647060240402,0.1752893344487869
Ses01F_script03_2_M008,8,0.0070705763,0.012835557,0.008846951,0.009291511,0.5257142857142857,-0.007868998181947973,0.1277043337542695,0.49483115937189903
Ses01F_script03_2_M009,4,0.008887372,0.0207581,0.01100188,0.01759567,0.6143572621035058,-0.008469526619592216,0.37144225910517376,4.687011393949937
Ses01F_script03_2_M010,7,0.005676639,0.00968562,0.007106293,0.006572999,0.47413793103448276,-0.008661510946694762,0.07008647238275194,0.2057467762279046
Ses01F_script03_2_M011,7,0.01866439,0.034131214,0.023109617,0.025089897,0.40327868852459015,-0.004655300472222734,0.9021498283156805,4.078886637936574
Ses01F_script03_2_M012,4,0.009284432,0.015009948,0.011706989,0.009388491,0.27547169811320754,-0.00987233124760678,0.16191147242359782,0.5672388043765891
Ses01F_script03_2_M013,4,0.008883251,0.013512753,0.011167536,0.007598722,0.22429906542056074,-0.001814942947930831,0.12492133488257548,0.46044494498460076
Ses01F_script03_2_M014,0,0.022051292,0.040498987,0.026921548,0.030227121,0.4484536082474227,0.0010934132887996384,1.26809921315108,3.678375772164774
Ses01F_script03_2_M015,4,0.002959575,0.0061773006,0.0037495103,0.004899334,0.0,-0.007278048997250153,0.0318118594005996,0.09248239895119445
Ses01F_script03_2_M016,7,0.007187438,0.01348177,0.008947741,0.010071108,0.5363321799307958,-0.0030943576803110773,0.14332891847600848,0.41223113557514196
Ses01F_script03_2_M017,8,0.0038828743,0.0059878756,0.0049842526,0.0033157165,0.10909090909090909,-0.008799128409009427,0.02493558571438805,0.08882339611606149
Ses01F_script03_2_M018,7,0.0071763885,0.012157093,0.00905464,0.008107608,0.4085603112840467,-0.007067113529046765,0.1096737112914911,0.26241668684633307
Ses01F_script03_2_M019,7,0.0045450744,0.007822965,0.005721634,0.005294224,0.31092436974789917,-0.0039778237805876415,0.04607175690486184,0.1357262299734985
Ses01F_script03_2_M020,0,0.016870162,0.027845092,0.02083951,0.018441016,0.3621867881548975,-0.004925945177092217,0.5624881881004732,2.117913318095052
Ses01F_script03_2_M021,0,0.01686419,0.029452771,0.021629503,0.019986806,0.46545454545454545,-0.007969551006681286,0.6537103776223683,1.4692894029210684
Ses01F_script03_2_M022,0,0.04388186,0.09539657,0.05422177,0.07858893,0.4681528662420382,-0.12727959256153554,7.639868829465989,22.057667917418105
Ses01F_script03_2_M023,0,0.060438156,0.10242581,0.07557009,0.06903113,0.3644859813084112,0.0004963739002050715,7.721488038689418,21.44520284363746
Ses01F_script03_2_M024,0,0.05860497,0.0931542,0.07240171,0.058564406,0.3202911737943585,-0.0047515914047835395,6.117653779919775,34.058477238294785
Ses01F_script03_2_M025,0,0.040987615,0.07621685,0.050382297,0.05715255,0.4470284237726098,-0.010579263289400842,4.522019265974241,15.943588030410618
Ses01F_script03_2_M026,0,0.044429176,0.083192125,0.0545657,0.06274266,0.4593908629441624,-0.0019387382508284645,5.414046982375268,19.29197856535815
Ses01F_script03_2_M027,0,0.027107058,0.057897136,0.033983618,0.046852674,0.4472243940578577,-0.00844892201712355,2.798466735555286,14.289357163503947
Ses01F_script03_2_M028,8,0.029555675,0.05278114,0.036967594,0.0376715,0.36538461538461536,-0.004602663466357626,2.1295310095971898,8.029088897949666
Ses01F_script03_2_M029,0,0.014151077,0.028812855,0.017660117,0.022739546,0.5570776255707762,-0.006829453468526481,0.6775451397898365,3.388779653130961
Ses01F_script03_2_M030,0,0.013560071,0.024874805,0.017297726,0.01783767,0.472636815920398,-0.0033135072499135276,0.4799656825487392,1.2640764625447514
Ses01F_script03_2_M031,7,0.003926612,0.006654526,0.0049547805,0.0044416133,0.10354223433242507,-0.010935797035926953,0.033060406448274175,0.11539234430599073
Ses01F_script03_2_M032,0,0.0044254456,0.0084716175,0.005486754,0.0064359037,0.40784313725490196,-0.007815073331585154,0.05738121580831676,0.21375961149276343
Ses01F_script03_2_M033,0,0.009945775,0.020362232,0.012557758,0.016015055,0.5419222903885481,-0.007369488685071701,0.3399516263645123,1.2914369357584827
Ses01F_script03_2_M034,0,0.022094479,0.042882003,0.02794064,0.032392934,0.5109489051094891,-3.256181813071635e-05,1.4630378515840463,3.632009520940923
Ses01F_script03_2_M035,0,0.11296267,0.18096927,0.13666762,0.11860303,0.3465346534653465,0.015630437701474875,23.205905558034765,39.040741167929696
Ses01F_script03_2_M036,0,0.07352596,0.11038338,0.09081378,0.06257703,0.20652173913043478,0.002210888396803057,8.233216000078533,19.591917626427108
Ses01F_script03_2_M037,0,0.15886872,0.23337497,0.19235314,0.13217817,0.26390685640362227,0.6759600364603102,35.72377557955499,131.74593737951042
Ses01F_script03_2_M038,0,0.0049369526,0.008076045,0.006199216,0.0051564747,0.20670391061452514,-0.008933003300626297,0.047518026811267614,0.102199691787981
Ses01F_script03_2_M039,0,0.008832774,0.018807845,0.010960411,0.015260992,0.6434108527131783,-0.010473770089447498,0.2950325840855005,0.7004833824453524
Ses01F_script03_2_M040,0,0.22262657,0.3083362,0.26925015,0.15028699,0.1892675852066715,2.3156204260885715,58.70964472578865,210.64238825804773
Ses01F_script01_2_F000,8,0.007606624,0.018458396,0.009427161,0.015842762,0.662613981762918,-0.01633636020414997,0.2970578885854645,1.8430705003526817
Ses01F_script01_2_F001,8,0.006009334,0.010594654,0.0074749324,0.007495827,0.48205128205128206,-0.005736437742598355,0.08558667165180095,0.372030317767405
Ses01F_script01_2_F002,8,0.00631929,0.0125407865,0.007909966,0.009722242,0.5078651685393258,-0.007760592779959552,0.12767898096011393,0.475811273501765
Ses01F_script01_2_F003,0,0.008831692,0.019956388,0.011172283,0.016535375,0.6513409961685823,-0.01097991753340466,0.3391765807643899,1.3328994326755754
Ses01F_script01_2_F004,0,0.0039895773,0.00620128,0.0052177147,0.0033647614,0.1488095238095238,-0.006577593012480065,0.026926246320808735,0.04325910198779229
Ses01F_script01_2_F005,0,0.025005627,0.05236659,0.031167189,0.04198119,0.5339506172839507,-0.0034906215660157613,2.2527709036389023,4.8705648183085355
Ses01F_script01_2_F006,0,0.05129153,0.10031709,0.06390155,0.07718098,0.46965699208443273,-0.007824077329132706,8.015179527360122,27.189591186980714
Ses01F_script01_2_F007,0,0.039594725,0.07195961,0.049698494,0.052022796,0.3642297650130548,-0.010482966899871826,3.993381531744133,13.430051769830403
Ses01F_script01_2_F008,0,0.046305586,0.08741798,0.05804206,0.065340064,0.41227125941872983,-0.012711200724879745,6.000084598333381,28.07603616920779
Ses01F_script01_2_F009,0,0.008554364,0.016715912,0.010720862,0.012825268,0.4512040557667934,-0.00563674075237941,0.22505888383112907,1.3207020690342148
Ses01F_script01_2_F010,0,0.031616997,0.06242078,0.04011586,0.04782196,0.42958579881656805,-0.011330322195135523,3.132507669766162,10.832584582946803
Ses01F_script01_2_F011,0,0.012605692,0.037090372,0.016025705,0.033413343,0.6225165562913907,-0.004540815098152962,1.2532318463361256,2.320043855942807
Ses01F_script01_2_F012,0,0.070374675,0.12330495,0.08714101,0.08722491,0.32101806239737274,-0.036067143810214475,11.49868531085844,42.66354778929475
Ses01F_script01_2_F013,0,0.1145087,0.17491248,0.14136218,0.10292952,0.26590909090909093,0.008348592018592171,20.898686591041848,68.84505717356454
Ses01F_script01_2_F014,4,0.0052903187,0.0110652195,0.0067161196,0.0087775355,0.5641025641025641,-0.00830827048048377,0.10173686485695939,0.32847447658070156
Ses01F_script01_2_M000,8,0.0039936495,0.008757047,0.005077052,0.007126713,0.41638225255972694,-0.008067871931416448,0.06496884037188415,0.18203616572102502
Ses01F_script01_2_M001,7,0.0051545314,0.0103889005,0.0064816107,0.008108278,0.5391705069124424,-0.0047887688197079115,0.08831161823994789,0.5250744397067975
Ses01F_script01_2_M002,8,0.0062917494,0.011317733,0.007895272,0.0080980845,0.5094637223974764,-0.0073357905421289615,0.09875652594189503,0.40312597533328703
Ses01F_script01_2_M003,4,0.009826196,0.01919269,0.0123413745,0.0146846,0.5596638655462185,-0.008773299668973777,0.29554739486439824,1.2607606677801462
Ses01F_script01_2_M004,7,0.007436501,0.0133354785,0.009336833,0.009498947,0.4834710743801653,-0.008160358447639737,0.13682258062732397,0.7344192020538404
Ses01F_script01_2_M005,8,0.0025197458,0.0036558486,0.0031852894,0.0017805273,0.0064516129032258064,-0.007441364232363412,0.008788073381489922,0.017642713806230333
Ses01F_script01_2_M006,4,0.0062694866,0.014354175,0.007865674,0.012005728,0.6964285714285714,-0.005719795353797963,0.1765802714676836,0.3639057320017675
Ses01F_script01_2_M007,4,0.02304004,0.044878006,0.02826899,0.03481112,0.5572139303482587,-0.007783575711073354,1.5989206754618395,4.907325179813125
Ses01F_script01_2_M008,7,0.035932817,0.07713727,0.045513436,0.06212475,0.42408376963350786,0.008166263796738349,4.9635522896074304,21.658773790304295
Ses01F_script01_2_M009,4,0.008037759,0.014411126,0.0100877,0.010286269,0.4592391304347826,-0.0072268458097823896,0.15956972855855073,0.45953982012453953
Ses01F_script01_2_M010,4,0.04132405,0.075634845,0.051889986,0.05496488,0.4672131147540984,-0.017115296941483393,4.412014256191793,10.43205720302562
Ses01F_script01_2_M011,4,0.0020387347,0.0030198277,0.0025636083,0.0015940655,0.0,-0.009328834494226612,0.0061293479807271265,0.011704652904406485
Ses01F_script01_2_M012,4,0.02466925,0.044002794,0.03166047,0.03060302,0.39285714285714285,-0.0011729790685421904,1.478717476778692,2.84678338731269
Ses01F_script01_2_M013,4,0.06645007,0.12735008,0.08146546,0.0976798,0.38095238095238093,-0.06632923759752885,12.923443807919053,21.89717032317266
Ses01F_script01_2_M014,4,0.09170922,0.14851025,0.11445949,0.09465635,0.3368421052631579,-0.0036579615425580414,15.750109371487731,24.820551425003686
Ses01F_script01_2_M015,4,0.11708539,0.18189783,0.14394274,0.11107461,0.2762520193861066,0.00721883816368063,22.803647139354517,63.394326016084904
