,wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
38,Ses01M_impro07_M003,1,0.06454842,0.1271087,0.07951794599999999,0.0992174,0.4405172413793104,0.3539012395776808,13.0059772638801,52.34110370545285
39,Ses01M_impro07_M004,1,0.06997608400000001,0.11663599,0.08711338,0.07741569999999999,0.3125,-0.05634473927784711,9.9580048837203,20.756379546221613
40,Ses01M_impro07_M005,1,0.048842847,0.08894369,0.060944628,0.06480851,0.32112332112332115,-0.07812417607055977,6.130571382516634,17.26647699273206
41,Ses01M_impro07_M006,1,0.019440806,0.031798355,0.024580007,0.020127876,0.3202247191011236,-0.006317795850918628,0.7295226356662827,1.7761213892135679
42,Ses01M_impro07_M007,1,0.06799175,0.10841514,0.08428412,0.06819406,0.25517241379310346,0.0576379825361073,8.370351611337428,12.724588546178605
43,Ses01M_impro07_M008,1,0.04182539,0.07598248,0.051978566,0.05538148,0.3269230769230769,-0.005450126081996132,4.4637639008563985,8.603335196576426
44,Ses01M_impro07_M009,1,0.020674163,0.03372459,0.025989683,0.021763828,0.4176470588235294,-0.005673191935784415,0.8176941631090949,2.117990756946369
45,Ses01M_impro07_M010,1,0.021730432,0.041116322999999996,0.026963947000000002,0.031024252999999998,0.2859795728876509,-0.0060214570112293595,1.342254417562972,4.305332910600152
46,Ses01M_impro07_M011,1,0.052702386,0.09932355,0.06561382,0.074382275,0.3874538745387454,-0.007246284894790733,7.7884144525298895,12.186964888443596
48,Ses01M_impro07_M013,1,0.015583356999999999,0.028327266,0.019655295,0.020408256,0.3555114200595829,-0.005812630661239382,0.6225544264297267,2.136701180905322
52,Ses01M_impro07_M017,1,0.030262182999999998,0.05684823,0.037503462,0.04260335,0.3608695652173913,0.008704605534148868,2.551096898478305,4.213198667920872
53,Ses01M_impro07_M018,1,0.037357915,0.057524636,0.046104137,0.03441737,0.18292682926829268,-0.004684830400947249,2.2925599750457764,7.005756773260663
54,Ses01M_impro07_M019,1,0.013910088000000001,0.021396624,0.017360581,0.012523613000000001,0.25862068965517243,-0.0166396021086257,0.3159356360117189,0.4379226932408928
55,Ses01M_impro07_M020,5,0.03230219,0.056698315,0.04062093,0.039491866,0.3063063063063063,-0.0071492386268801065,2.43421215289342,4.989922987023476
56,Ses01M_impro07_M021,4,0.012467423,0.020032963,0.015568505,0.012465324,0.3089005235602094,-0.004458634975890163,0.28658879414969035,0.5559689316370567
57,Ses01M_impro07_M022,4,0.1754664,0.2492772,0.2131886,0.12834063,0.19615384615384612,0.01639938091102522,39.26877610632213,60.61537435394171
59,Ses01M_impro07_M024,1,0.020840904,0.031457372000000004,0.0261124,0.017486453,0.2441558441558441,-0.004332542175689014,0.6704891281829158,2.016518864049598
61,Ses01M_impro07_M026,5,0.012723577,0.020518957,0.015626872,0.013313525,0.32669322709163345,-0.004478508344618604,0.3016375575232695,1.0386364129996846
65,Ses01M_impro07_M030,5,0.010764513,0.017506183999999998,0.013470476,0.011171833999999999,0.22857142857142854,-0.0016648400560370644,0.22185425950808085,0.5323568110354963
67,Ses01M_impro07_M032,1,0.03620265,0.057662364,0.04558972,0.03529604,0.2466666666666667,-0.0032898412882786947,2.362707046273548,7.294652803040319
68,Ses01M_impro07_M033,1,0.008041477,0.012582123,0.009817814000000001,0.007821442,0.335483870967742,-0.007587612344650552,0.11099364499172387,0.27541549757380684
69,Ses01F_script03_2_F000,1,0.008801075,0.013565836000000001,0.010919793999999998,0.008134276999999999,0.24503311258278146,-0.009654629138822202,0.12753001227589386,0.470875557692913
70,Ses01F_script03_2_F001,1,0.012072922,0.022863476,0.014753306,0.017448565,0.4586894586894587,-0.009294490155298265,0.41419969631378417,1.5237094006026852
71,Ses01F_script03_2_F002,1,0.01794196,0.031341907,0.022258382,0.022002416,0.40303030303030296,-0.00593789673075662,0.7425874899078536,2.3975907131503984
73,Ses01F_script03_2_F004,5,0.019325055,0.034796532000000005,0.023930322,0.025244573,0.3367556468172485,-0.006913809556863271,0.9338333320398868,3.2968413911974204
74,Ses01F_script03_2_F005,5,0.0071061095,0.012646567,0.00877456,0.009062955,0.5113636363636364,-0.008203616744140163,0.12245773062110885,0.3474538392755181
77,Ses01F_script03_2_F008,2,0.007625785699999999,0.012462226000000002,0.00963537,0.007933739,0.2939068100358423,-0.021454927264130674,0.1127440129903469,0.5176217966311908
82,Ses01F_script03_2_F013,0,0.0026583734000000005,0.0041142176,0.0033739521000000004,0.002340444,0.0,-0.009395707820658572,0.011821653809291505,0.02624949197009252
83,Ses01F_script03_2_F014,0,0.014928026,0.03460228,0.018558972,0.029611591,0.6436170212765957,-0.0030645505830761977,1.0259386779390829,3.355799465222045
84,Ses01F_script03_2_F015,0,0.008155467,0.014189641000000001,0.009949828,0.010093794,0.4195121951219512,-0.004615775651473086,0.1520885220429265,0.9093941231163838
85,Ses01F_script03_2_F016,0,0.01723025,0.029213816,0.021151047000000003,0.020118095,0.4419191919191919,-0.007713842023804319,0.6297221349194044,2.3929133165223355
86,Ses01F_script03_2_F017,0,0.004172379600000001,0.0068745473,0.0052172253,0.004462977,0.4379084967320261,-0.003358723006385844,0.03449521419252339,0.08472011708978909
87,Ses01F_script03_2_F018,0,0.0034318308,0.005195518,0.004427669600000001,0.0027089564000000003,0.0,-0.007786078640492633,0.018479760973780297,0.029865065920658636
90,Ses01F_script03_2_F021,0,0.07839888,0.13814437,0.09712217,0.09818572,0.4223433242506812,-0.07183002162491903,14.418048977013084,38.84103693326413
91,Ses01F_script03_2_F022,0,0.05235756,0.08914391,0.066456825,0.05930334,0.3700440528634361,-0.0108128060674062,5.89901951425105,10.245788259912032
92,Ses01F_script03_2_F023,0,0.060830597,0.09647649999999999,0.07522277,0.06114673,0.35233160621761656,0.0019146377780998594,6.550412155397497,11.10297155837904
93,Ses01F_script03_2_F024,0,0.012146368000000001,0.0254208,0.01549955,0.020136205,0.4106666666666667,-0.005974764462735038,0.5369208684460409,1.3375987083408063
94,Ses01F_script03_2_F025,0,0.02829639,0.052845072,0.035234958,0.039270356,0.3815261044176707,-0.0010758842563518556,2.1940518738959045,8.015982435725691
95,Ses01F_script03_2_F026,0,0.012869313,0.02161999,0.016227006999999998,0.01428436,0.3353174603174603,-0.0020608565591828665,0.3448991551652307,1.1296536858934143
96,Ses01F_script03_2_F027,0,0.016072985,0.028408574,0.020271435,0.019821728,0.2573099415204678,-0.001335007823399792,0.6162974957562771,1.6118520003303245
97,Ses01F_script03_2_F028,0,0.062474135,0.1127763,0.07634008,0.08292187,0.30985915492957744,-0.027587095246417448,9.797495649555186,26.833274634573698
98,Ses01F_script03_2_F029,0,0.03134836,0.05309756,0.039475784,0.03545956,0.2509505703422053,-0.010338041647628415,2.087546095004762,3.780573851175239
99,Ses01F_script03_2_F030,5,0.019068813,0.03495064,0.023780704,0.025515966,0.425,-0.015991214240784757,0.9466167861450416,2.6632876048988683
100,Ses01F_script03_2_F031,5,0.007024386999999999,0.013731348999999999,0.00891412,0.010433931,0.3809523809523809,-0.0064076261878653895,0.15218463199219828,0.4050639557231738
101,Ses01F_script03_2_F032,5,0.01092721,0.02602448,0.013709643,0.022059396000000002,0.6126126126126126,-0.010591510545054916,0.5864036393316879,1.0986630856510289
103,Ses01F_script03_2_F034,0,0.005263413000000001,0.008633057,0.006548361999999999,0.0056188893999999994,0.3371559633027523,-0.008255229658971075,0.05427545229909442,0.2607184321969796
104,Ses01F_script03_2_F035,0,0.007834757,0.013946561000000001,0.009945647,0.009752858,0.4,-0.008699118552613072,0.14909025861294367,0.4171325255077325
105,Ses01F_script03_2_F036,0,0.10178741,0.17195456,0.12421917,0.11883147,0.3455978975032852,0.2820680965669453,21.835375407348995,57.47095067492457
106,Ses01F_script03_2_F037,0,0.13311416,0.20097332,0.16356894,0.11668548,0.27914798206278024,0.009488594514550641,27.31080108586051,78.96606686547909
107,Ses01F_script03_2_F038,0,0.0062906337,0.011732387,0.007759299,0.008789066,0.4764957264957265,-0.007742984962533228,0.1084748904883016,0.6712267530784342
108,Ses01F_script03_2_F039,0,0.0046628006,0.007179186999999999,0.0059315083,0.0040326384,0.1744186046511628,-0.005688025794370333,0.0357735341752491,0.05619836866071285
109,Ses01F_script03_2_F040,0,0.19594815,0.28826743,0.23699127,0.16405581,0.2720403022670025,2.0956452935934067,54.394517017071884,209.8022634672346
111,Ses01F_script03_2_M001,5,0.010720104,0.018187433,0.013364637,0.012327747,0.4208633093525179,-0.005958035217190627,0.2450087024499101,1.0206819097392181
112,Ses01F_script03_2_M002,5,0.01027508,0.018662248,0.013048178999999998,0.013414155,0.31746031746031744,-0.006973395556997275,0.27066822670381563,0.7434665542917905
114,Ses01F_script03_2_M004,5,0.021513982,0.036883377,0.026557911,0.025565518,0.3178082191780822,-0.00592559536016779,1.0171159599221389,2.757690107591543
115,Ses01F_script03_2_M005,2,0.01770304,0.034968905,0.02161486,0.027461138,0.5238095238095238,-0.0044696289478451945,0.9831204346191856,6.944170112252902
117,Ses01F_script03_2_M007,0,0.0051417206,0.009154899000000001,0.0063761375,0.0065667555,0.5,-0.008303302820422687,0.06438647060240403,0.1752893344487869
119,Ses01F_script03_2_M009,2,0.008887372,0.020758099999999998,0.01100188,0.01759567,0.6143572621035058,-0.008469526619592216,0.37144225910517376,4.687011393949937
120,Ses01F_script03_2_M010,5,0.005676639,0.00968562,0.0071062930000000005,0.006572999,0.4741379310344828,-0.008661510946694763,0.07008647238275194,0.2057467762279046
121,Ses01F_script03_2_M011,5,0.01866439,0.034131214,0.023109617000000002,0.025089897000000003,0.40327868852459015,-0.004655300472222734,0.9021498283156804,4.078886637936574
122,Ses01F_script03_2_M012,2,0.009284431999999999,0.015009948,0.011706989,0.009388491,0.27547169811320754,-0.00987233124760678,0.16191147242359782,0.5672388043765891
123,Ses01F_script03_2_M013,2,0.008883251,0.013512753,0.011167536,0.007598722,0.22429906542056074,-0.0018149429479308308,0.12492133488257548,0.4604449449846008
124,Ses01F_script03_2_M014,0,0.022051292000000004,0.040498987,0.026921547999999997,0.030227121000000003,0.4484536082474227,0.0010934132887996382,1.26809921315108,3.678375772164774
125,Ses01F_script03_2_M015,2,0.002959575,0.0061773006,0.0037495103000000003,0.004899334,0.0,-0.007278048997250153,0.0318118594005996,0.09248239895119444
126,Ses01F_script03_2_M016,5,0.007187438000000001,0.01348177,0.008947741,0.010071108,0.5363321799307958,-0.003094357680311077,0.14332891847600848,0.412231135575142
128,Ses01F_script03_2_M018,5,0.007176388499999999,0.012157093,0.00905464,0.008107608,0.4085603112840467,-0.0070671135290467655,0.1096737112914911,0.2624166868463331
129,Ses01F_script03_2_M019,5,0.0045450744,0.007822965,0.005721634000000001,0.005294224,0.3109243697478992,-0.0039778237805876415,0.04607175690486184,0.1357262299734985
130,Ses01F_script03_2_M020,0,0.016870162,0.027845092000000002,0.02083951,0.018441016,0.3621867881548975,-0.004925945177092217,0.5624881881004732,2.117913318095052
131,Ses01F_script03_2_M021,0,0.01686419,0.029452771000000003,0.021629502999999998,0.019986806,0.4654545454545455,-0.007969551006681286,0.6537103776223683,1.4692894029210684
132,Ses01F_script03_2_M022,0,0.04388186,0.09539657,0.05422177,0.07858893,0.4681528662420382,-0.12727959256153554,7.639868829465989,22.057667917418105
133,Ses01F_script03_2_M023,0,0.06043815599999999,0.10242581,0.07557009,0.06903113,0.3644859813084112,0.0004963739002050714,7.721488038689418,21.44520284363746
134,Ses01F_script03_2_M024,0,0.05860497,0.09315419999999999,0.07240171,0.058564406,0.3202911737943585,-0.0047515914047835395,6.117653779919776,34.058477238294785
135,Ses01F_script03_2_M025,0,0.040987615,0.07621685,0.050382297,0.05715255,0.4470284237726098,-0.010579263289400842,4.522019265974241,15.943588030410616
136,Ses01F_script03_2_M026,0,0.044429175999999994,0.083192125,0.054565699999999995,0.06274266,0.4593908629441624,-0.0019387382508284645,5.414046982375269,19.291978565358146
137,Ses01F_script03_2_M027,0,0.027107058,0.057897135999999995,0.033983618,0.046852674000000004,0.4472243940578577,-0.00844892201712355,2.7984667355552864,14.289357163503947
139,Ses01F_script03_2_M029,0,0.014151077,0.028812855,0.017660117,0.022739546,0.5570776255707762,-0.006829453468526482,0.6775451397898365,3.3887796531309617
140,Ses01F_script03_2_M030,0,0.013560071000000002,0.024874805,0.017297726,0.01783767,0.4726368159203979,-0.003313507249913528,0.4799656825487392,1.2640764625447514
141,Ses01F_script03_2_M031,5,0.003926612,0.006654526,0.0049547804999999995,0.0044416133,0.10354223433242507,-0.010935797035926951,0.033060406448274175,0.11539234430599073
142,Ses01F_script03_2_M032,0,0.0044254456,0.0084716175,0.005486754,0.0064359037,0.407843137254902,-0.007815073331585154,0.05738121580831676,0.21375961149276346
143,Ses01F_script03_2_M033,0,0.009945775,0.020362232,0.012557758,0.016015055,0.5419222903885481,-0.007369488685071701,0.3399516263645123,1.2914369357584827
144,Ses01F_script03_2_M034,0,0.022094479,0.042882002999999995,0.02794064,0.032392934,0.5109489051094891,-3.2561818130716354e-05,1.4630378515840463,3.632009520940923
145,Ses01F_script03_2_M035,0,0.11296267,0.18096927,0.13666762,0.11860303,0.3465346534653465,0.015630437701474875,23.205905558034765,39.040741167929696
146,Ses01F_script03_2_M036,0,0.07352596,0.11038338,0.09081378,0.06257703,0.2065217391304348,0.002210888396803057,8.233216000078533,19.591917626427108
147,Ses01F_script03_2_M037,0,0.15886872,0.23337497,0.19235314,0.13217817,0.2639068564036223,0.6759600364603102,35.72377557955499,131.74593737951042
148,Ses01F_script03_2_M038,0,0.0049369526,0.008076045,0.006199216,0.0051564747,0.20670391061452514,-0.008933003300626297,0.04751802681126762,0.102199691787981
149,Ses01F_script03_2_M039,0,0.008832774,0.018807845,0.010960411000000001,0.015260992,0.6434108527131783,-0.010473770089447498,0.2950325840855005,0.7004833824453524
150,Ses01F_script03_2_M040,0,0.22262657,0.3083362,0.26925015,0.15028699,0.1892675852066715,2.3156204260885715,58.70964472578865,210.6423882580477
154,Ses01F_script01_2_F003,0,0.008831692,0.019956388000000002,0.011172283,0.016535375,0.6513409961685823,-0.01097991753340466,0.3391765807643899,1.3328994326755754
155,Ses01F_script01_2_F004,0,0.0039895773,0.00620128,0.0052177147,0.0033647614,0.1488095238095238,-0.006577593012480065,0.02692624632080873,0.04325910198779229
156,Ses01F_script01_2_F005,0,0.025005627000000002,0.05236659,0.031167188999999998,0.04198119,0.5339506172839507,-0.003490621566015761,2.2527709036389023,4.870564818308536
157,Ses01F_script01_2_F006,0,0.05129153,0.10031709,0.06390155,0.07718098,0.4696569920844327,-0.007824077329132706,8.015179527360122,27.189591186980714
158,Ses01F_script01_2_F007,0,0.039594725,0.07195961,0.049698494,0.052022795999999996,0.3642297650130548,-0.010482966899871826,3.993381531744133,13.430051769830403
159,Ses01F_script01_2_F008,0,0.046305585999999996,0.08741798,0.05804206,0.065340064,0.4122712594187298,-0.012711200724879744,6.000084598333381,28.076036169207786
160,Ses01F_script01_2_F009,0,0.008554364,0.016715912,0.010720862,0.012825268,0.4512040557667934,-0.00563674075237941,0.22505888383112907,1.3207020690342148
161,Ses01F_script01_2_F010,0,0.031616997,0.06242078,0.04011586,0.04782196,0.4295857988165681,-0.011330322195135523,3.132507669766162,10.832584582946804
162,Ses01F_script01_2_F011,0,0.012605692,0.037090372,0.016025705,0.033413343,0.6225165562913907,-0.004540815098152962,1.2532318463361256,2.3200438559428065
163,Ses01F_script01_2_F012,0,0.070374675,0.12330495,0.08714101,0.08722491,0.32101806239737274,-0.03606714381021448,11.498685310858441,42.663547789294746
164,Ses01F_script01_2_F013,0,0.1145087,0.17491248,0.14136218,0.10292952,0.2659090909090909,0.00834859201859217,20.898686591041848,68.84505717356454
165,Ses01F_script01_2_F014,2,0.0052903187,0.0110652195,0.0067161196,0.008777535500000001,0.5641025641025641,-0.00830827048048377,0.1017368648569594,0.3284744765807016
167,Ses01F_script01_2_M001,5,0.0051545314000000005,0.010388900500000001,0.0064816106999999994,0.008108278,0.5391705069124424,-0.0047887688197079115,0.08831161823994789,0.5250744397067975
169,Ses01F_script01_2_M003,2,0.009826196,0.01919269,0.0123413745,0.0146846,0.5596638655462185,-0.008773299668973776,0.29554739486439824,1.2607606677801462
170,Ses01F_script01_2_M004,5,0.007436501,0.013335478500000001,0.009336833000000001,0.009498946999999999,0.4834710743801653,-0.008160358447639737,0.13682258062732394,0.7344192020538404
172,Ses01F_script01_2_M006,2,0.0062694866000000005,0.014354175,0.007865674,0.012005728,0.6964285714285714,-0.005719795353797963,0.1765802714676836,0.3639057320017675
173,Ses01F_script01_2_M007,2,0.02304004,0.044878006,0.02826899,0.03481112,0.5572139303482587,-0.007783575711073355,1.5989206754618397,4.907325179813125
174,Ses01F_script01_2_M008,5,0.035932817,0.07713727,0.045513436,0.06212475,0.4240837696335079,0.008166263796738349,4.9635522896074304,21.658773790304295
175,Ses01F_script01_2_M009,2,0.008037759,0.014411126000000002,0.010087700000000002,0.010286269,0.4592391304347826,-0.007226845809782389,0.15956972855855073,0.4595398201245395
176,Ses01F_script01_2_M010,2,0.04132405,0.075634845,0.051889986,0.05496488,0.4672131147540984,-0.01711529694148339,4.412014256191793,10.432057203025618
177,Ses01F_script01_2_M011,2,0.0020387347,0.0030198277000000003,0.0025636083,0.0015940655,0.0,-0.009328834494226612,0.006129347980727127,0.011704652904406485
178,Ses01F_script01_2_M012,2,0.02466925,0.044002794000000005,0.03166047,0.03060302,0.3928571428571429,-0.0011729790685421904,1.478717476778692,2.84678338731269
179,Ses01F_script01_2_M013,2,0.06645007,0.12735008,0.08146546,0.0976798,0.3809523809523809,-0.06632923759752885,12.923443807919051,21.89717032317266
180,Ses01F_script01_2_M014,2,0.09170922,0.14851025,0.11445949,0.09465635,0.3368421052631579,-0.0036579615425580414,15.750109371487731,24.82055142500369
181,Ses01F_script01_2_M015,2,0.11708539,0.18189783,0.14394274,0.11107461,0.2762520193861066,0.00721883816368063,22.80364713935452,63.3943260160849
183,Ses01F_script01_2_M017,0,0.041787647000000004,0.09520163400000001,0.052286584000000004,0.07951981,0.6302816901408451,-0.012520767995738423,7.659958180556567,22.03467977140892
185,Ses01M_script03_1_F001,3,0.016243635,0.030952176,0.019872777,0.023685459,0.5426136363636364,-0.0058741461543831966,0.7566259169189082,3.768471790105207
186,Ses01M_script03_1_F002,3,0.0029170515,0.0041429964000000005,0.0036692002,0.0019719622,0.0,-0.0076527076089405455,0.011043943081615508,0.028205634120141838
187,Ses01M_script03_1_F003,1,0.012295398,0.021562519,0.015055525,0.015444682,0.5428571428571428,-0.013150744052836671,0.3526716267665902,1.3434031449334118
188,Ses01M_script03_1_F004,1,0.016756324,0.025001542999999998,0.02078898,0.013965759,0.16814159292035402,-0.014075334547669629,0.4213871422160226,1.2374089704699056
191,Ses01M_script03_1_F007,1,0.022055063,0.040656812,0.027394684,0.029908643999999998,0.4271844660194175,-0.034757449611788616,1.2860892507557258,4.526164340123514
192,Ses01M_script03_1_F008,1,0.015888765,0.027090792000000002,0.019860573,0.018449279,0.3211009174311927,-0.014579909475287424,0.5470491781932573,1.740381630749226
193,Ses01M_script03_1_F009,1,0.012520765,0.022994686,0.01588287,0.016600693,0.2567164179104477,-0.002384491835982772,0.4137907528261517,1.223072378421206
194,Ses01M_script03_1_F010,1,0.0134086665,0.026588429,0.017181258999999997,0.020243468,0.4745762711864407,0.0126664954223088,0.5720372728008467,1.5405482398637085
195,Ses01M_script03_1_F011,1,0.0061671967000000005,0.009726343,0.0072662733,0.006452902700000001,0.26785714285714285,-0.02639570266183,0.06677937300035751,0.30908259234400115
198,Ses01M_script03_1_F014,1,0.009206859,0.015109876000000001,0.011498965,0.009883958,0.29554655870445345,-0.009482363566348795,0.16621849244671752,0.6083949400339852
199,Ses01M_script03_1_F015,1,0.020119887,0.03969302,0.02541295,0.030470155,0.3323076923076923,-0.009219337698596064,1.2751914941120135,3.21012115064433
201,Ses01M_script03_1_F017,1,0.0114424825,0.017950745,0.0143185165,0.010807141999999999,0.2448377581120944,-0.006088171630835859,0.22632648799587865,0.6225022656292691
202,Ses01M_script03_1_F018,1,0.031365685,0.058690306,0.038636353,0.044111237000000005,0.4168224299065421,-0.0105280960269738,2.701598815563808,10.109877350549473
203,Ses01M_script03_1_F019,1,0.01111829,0.021432158,0.014023988999999999,0.016209545,0.3767123287671233,-0.007568969977000961,0.3677408614912957,0.9199231629048796
205,Ses01M_script03_1_F021,1,0.0130528575,0.028550835,0.016609035,0.023167355,0.6104868913857678,-0.008430460184172263,0.6858988547077619,1.2393759275477871
208,Ses01M_script03_1_F024,1,0.006091167,0.009367420999999999,0.007768918299999999,0.005242253,0.21982758620689652,-0.013325399777386338,0.06077088821207165,0.17957589620281364
214,Ses01M_script03_1_F030,1,0.021235729,0.03469331,0.025729062,0.023210641,0.3014705882352941,-0.005379967660701368,0.8706611680839238,3.3360643510915797
215,Ses01M_script03_1_F031,1,0.09926145,0.16352928,0.12056544,0.11033456,0.31539888682745826,-0.08409079600824043,19.463612242689692,49.73031082018968
218,Ses01M_script03_1_F034,1,0.033931065,0.054214664,0.040885177,0.035556007,0.33210332103321033,-0.007468705007340759,2.0901845630550344,7.809240926532168
220,Ses01M_script03_1_F036,1,0.040490463,0.06377502,0.05028829,0.039114792,0.2634146341463415,-0.0066154225351056075,2.8517879525365046,8.042197889015531
221,Ses01M_script03_1_F037,1,0.09547146,0.15674745,0.11915858,0.10174307,0.2871287128712871,-0.10551782179391013,17.78041198293479,37.32038922639645
222,Ses01M_script03_1_F038,1,0.035033505,0.06411168,0.044634405999999995,0.045960522999999996,0.3723849372384937,0.003554942622940871,3.185128090465259,5.5382706011039655
223,Ses01M_script03_1_F039,1,0.04740904,0.08779026599999999,0.058805924,0.06511677,0.3815261044176707,-0.006847919394203927,6.0169265498697575,12.55861207573385
224,Ses01M_script03_1_F040,1,0.011001011000000002,0.018482756,0.013609572,0.012503226000000001,0.4219409282700422,-0.0002525171680645144,0.2519267042228366,0.6251149724845371
225,Ses01M_script03_1_F041,1,0.011626018,0.02371661,0.014450438999999999,0.018805506,0.48681055155875297,-0.005160560249350965,0.4612036506157138,1.162087835326919
226,Ses01M_script03_1_M000,3,0.0026714791999999997,0.0036036018,0.0033454539000000003,0.0013335829000000001,0.0,-0.0032366797313443385,0.007858522448850581,0.018810231062560204
227,Ses01M_script03_1_M001,3,0.0032051369000000002,0.004926946,0.004016508,0.0028474323999999997,0.0,-0.007623585588589776,0.016853882095520217,0.04032595635732525
229,Ses01M_script03_1_M003,3,0.013149836000000002,0.0210514,0.015941186,0.013727525,0.4196428571428572,-0.0018193032929048054,0.3146701997614789,2.033771248567436
230,Ses01M_script03_1_M004,1,0.013487946,0.021205215,0.016318157,0.013480686,0.28773584905660377,-0.0044643020373769104,0.3163966645969184,1.1744555729953623
236,Ses01M_script03_1_M010,1,0.014746211,0.026920747000000002,0.018844636,0.01918393,0.2171945701357466,-0.007930826541269198,0.5649888597476348,1.332499021587292
